snp_ID	snp_name	dbSNP_ID	chromosome	gbrowse_L_flank_start_bp	gbrowse_R_flank_end_bp	snp_start_bp	snp_end_bp	coordinate_system	experiment_ID	comments	entered_by
6001	BARC-038309-10010	ss107912620	Gm04	8029924	8030397			Glyma1.01	0		Grant, David
6002	BARC-038311-10015	ss107912621	Gm04	8029157	8029622			Glyma1.01	0		Grant, David
6003	BARC-038337-10044	ss107919254	Gm18	10440406	10440818			Glyma1.01	0		Grant, David
6004	BARC-038343-10046	ss107919256	Gm16	19423395	19423844			Glyma1.01	0		Grant, David
6005	BARC-038361-10053	ss107919263	Gm08	10562150	10562615			Glyma1.01	0		Grant, David
6006	BARC-038363-10054	ss107919264	Gm08	10561588	10561967			Glyma1.01	0		Grant, David
6008	BARC-038411-10073	ss107919283	Gm13	27782256	27782663			Glyma1.01	0		Grant, David
6010	BARC-038467-10112	ss107919320	Gm14	46213540	46214079			Glyma1.01	0		Grant, David
6011	BARC-038491-10130	ss107919336	Gm08	15161250	15161815			Glyma1.01	0		Grant, David
6012	BARC-038507-10139	ss107919345	Gm20	24504925	24505461			Glyma1.01	0		Grant, David
6013	BARC-038519-10153	ss107919359	Gm20	24536297	24536850			Glyma1.01	0		Grant, David
6014	BARC-038593-10181	ss107919387	Gm02	46489233	46489688			Glyma1.01	0		Grant, David
6015	BARC-038595-10182	ss107919388	Gm02	46488320	46488746			Glyma1.01	0		Grant, David
6016	BARC-038623-10188	ss107919394	Gm11	7995983	7996291			Glyma1.01	0		Grant, David
6017	BARC-038877-07374	ss107919429	Gm08	17940648	17941347			Glyma1.01	0		Grant, David
6018	BARC-038923-07396	ss107919442	Gm06	48634818	48635268			Glyma1.01	0		Grant, David
6019	BARC-038975-07410	ss107919455	Gm15	16928599	16929621			Glyma1.01	0		Grant, David
6020	BARC-039217-07473	ss107919501	Gm09	2141444	2141720			Glyma1.01	0		Grant, David
6021	BARC-039247-07486	ss107912629	Gm08	8469076	8470018			Glyma1.01	0		Grant, David
6022	BARC-039265-07268	ss107912630	Gm19	44642339	44642823			Glyma1.01	0		Grant, David
6023	BARC-039287-07269	ss107919513	Gm03	36785386	36785679			Glyma1.01	0		Grant, David
6024	BARC-039299-07278	ss107919522	Gm04	913428	913607			Glyma1.01	0		Grant, David
6025	BARC-039387-07311	ss107912631	Gm20	26835060	26835258			Glyma1.01	0		Grant, David
6026	BARC-039613-07521	ss107919584	Gm06	11938450	11939335			Glyma1.01	0		Grant, David
6027	BARC-039697-07552	ss107919612	Gm17	11361661	11362223			Glyma1.01	0		Grant, David
6028	BARC-039701-07555	ss107919615	Gm07	455338	455958			Glyma1.01	0		Grant, David
6030	BARC-039791-07585	ss107912634	Gm04	7837518	7838364			Glyma1.01	0		Grant, David
6031	BARC-039921-07608	ss107919656	Gm20	33940979	33941629			Glyma1.01	0		Grant, David
6032	BARC-039929-07611	ss107912636	Gm07	101782	102240			Glyma1.01	0		Grant, David
6033	BARC-039939-07621	ss107919666	Gm06	41787198	41787934			Glyma1.01	0		Grant, David
6034	BARC-040013-07627	ss107919670	Gm20	45686425	45687330			Glyma1.01	0		Grant, David
6035	BARC-040029-07640	ss107912637	Gm08	10499346	10499823			Glyma1.01	0		Grant, David
6036	BARC-040087-07659	ss107919696	Gm15	47628071	47629415			Glyma1.01	0		Grant, David
6037	BARC-040187-07679	ss107919714	Gm02	45947481	45948676			Glyma1.01	0		Grant, David
6038	BARC-040241-07691	ss107912640	Gm15	4308085	4309377			Glyma1.01	0		Grant, David
6039	BARC-040251-07694	ss107919725	Gm10	27573525	27574118			Glyma1.01	0		Grant, David
6040	BARC-040285-07707	ss107919737	Gm08	20005497	20006079			Glyma1.01	0		Grant, David
6041	BARC-040297-07710	ss107912641	Gm17	2999167	3000127			Glyma1.01	0		Grant, David
6042	BARC-040357-07716	ss107919743	Gm08	12971571	12972995			Glyma1.01	0		Grant, David
6044	BARC-040485-07753	ss107919772	Gm18	15723370	15723679			Glyma1.01	0		Grant, David
6045	BARC-040509-07769	ss107919785	Gm12	3002308	3003774			Glyma1.01	0		Grant, David
6046	BARC-040517-07772	ss107919788	Gm12	7348221	7348672			Glyma1.01	0		Grant, David
6047	BARC-040525-07777	ss107912643	Gm06	17104191	17104877			Glyma1.01	0		Grant, David
6048	BARC-040755-07843	ss107919841	Gm15	9078279	9079135			Glyma1.01	0		Grant, David
6049	BARC-040841-07852	ss107919847	Gm20	2953053	2953600			Glyma1.01	0		Grant, David
6050	BARC-040871-07858	ss107912649	Gm01	42586529	42586836			Glyma1.01	0		Grant, David
6051	BARC-040893-07862	ss107919856	Gm08	11845026	11845280			Glyma1.01	0		Grant, David
6052	BARC-041019-07894	ss107919878	Gm09	45597337	45597886			Glyma1.01	0		Grant, David
6053	BARC-041315-07963	ss107919927	Gm16	2914729	2914992			Glyma1.01	0		Grant, David
6054	BARC-041439-07983	ss107919939	Gm20	46530281	46530514			Glyma1.01	0		Grant, David
6055	BARC-041459-08002	ss107919957	Gm08	13463358	13464057			Glyma1.01	0		Grant, David
6056	BARC-041469-08004	ss107919959	Gm02	51406839	51407156			Glyma1.01	0		Grant, David
6057	BARC-041689-08067	ss107912658	Gm09	31269308	31269626			Glyma1.01	0		Grant, David
6058	BARC-041725-08074	ss107920019	Gm08	8062221	8062523			Glyma1.01	0		Grant, David
6059	BARC-041815-08101	ss107920043	Gm02	43444395	43444940			Glyma1.01	0		Grant, David
6060	BARC-041817-08102	ss107912659	Gm07	16078457	16078832			Glyma1.01	0		Grant, David
6061	BARC-041847-08109	ss107920049	Gm05	40710955	40711175			Glyma1.01	0		Grant, David
6062	BARC-041901-08127	ss107912661	Gm09	44319580	44320078			Glyma1.01	0		Grant, David
6063	BARC-041913-08130	ss107920067	Gm04	46429984	46430314			Glyma1.01	0		Grant, David
6064	BARC-042135-08184	ss107920111	Gm19	44737491	44738113			Glyma1.01	0		Grant, David
6065	BARC-042263-08227	ss107920149	Gm04	31879699	31880276			Glyma1.01	0		Grant, David
6066	BARC-042271-08229	ss107920151	Gm15	3726827	3727546			Glyma1.01	0		Grant, David
6067	BARC-042289-08234	ss107920156	Gm13	6780486	6781057			Glyma1.01	0		Grant, David
6068	BARC-042419-08265	ss107920178	Gm06	342350	342962			Glyma1.01	0		Grant, David
6069	BARC-042437-08266	ss107920179	Gm10	47313887	47314974			Glyma1.01	0		Grant, David
6070	BARC-042449-08268	ss107920180	Gm09	42476003	42476810			Glyma1.01	0		Grant, David
6071	BARC-042493-08279	ss107920191	Gm03	37923325	37924717			Glyma1.01	0		Grant, David
6072	BARC-042549-08299	ss107920208	Gm07	36165763	36166841			Glyma1.01	0		Grant, David
6073	BARC-042575-08308	ss107920216	Gm20	23746815	23747331			Glyma1.01	0		Grant, David
6074	BARC-042621-08316	ss107920222	Gm07	2183881	2184389			Glyma1.01	0		Grant, David
6075	BARC-042627-08329	ss107920235	Gm17	4850098	4851197			Glyma1.01	0		Grant, David
6076	BARC-042663-08339	ss107920242	Gm06	48658686	48659285			Glyma1.01	0		Grant, David
6077	BARC-042673-08344	ss107920246	Gm13	35220108	35220728			Glyma1.01	0		Grant, David
6078	BARC-042699-08377	ss107920277	Gm19	50414061	50414651			Glyma1.01	0		Grant, David
6079	BARC-042721-08396	ss107912668	Gm01	3318087	3318587			Glyma1.01	0		Grant, David
6080	BARC-042751-08400	ss107912669	Gm17	8314071	8314566			Glyma1.01	0		Grant, David
6081	BARC-042767-08402	ss107912670	Gm11	10181093	10181847			Glyma1.01	0		Grant, David
6082	BARC-042807-08417	ss107920310	Gm07	14991528	14992200			Glyma1.01	0		Grant, David
6083	BARC-042813-08418	ss107912671	Gm10	43302709	43303458			Glyma1.01	0		Grant, David
6084	BARC-042989-08491	ss107920376	Gm11	5937958	5938424			Glyma1.01	0		Grant, David
6085	BARC-042991-08492	ss107920377	Gm13	28836785	28837891			Glyma1.01	0		Grant, David
6086	BARC-042997-08494	ss107920379	Gm12	37760590	37761055			Glyma1.01	0		Grant, David
6087	BARC-043011-08503	ss107920387	Gm15	3532515	3533396			Glyma1.01	0		Grant, David
6088	BARC-043033-08506	ss107920389	Gm09	8025319	8026497			Glyma1.01	0		Grant, David
6089	BARC-043069-08517	ss107920398	Gm06	13696602	13697243			Glyma1.01	0		Grant, David
6090	BARC-043101-08533	ss107920412	Gm16	28110766	28111502			Glyma1.01	0		Grant, David
6091	BARC-043159-08547	ss107920421	Gm04	45082395	45083871			Glyma1.01	0		Grant, David
6092	BARC-043191-08550	ss107920423	Gm01	43926267	43926720			Glyma1.01	0		Grant, David
6093	BARC-043223-08561	ss107920434	Gm19	581736	582188			Glyma1.01	0		Grant, David
6094	BARC-043227-08562	ss107920435	Gm13	30863331	30863942			Glyma1.01	0		Grant, David
6095	BARC-043979-08571	ss107920442	Gm03	44895892	44896433			Glyma1.01	0		Grant, David
6096	BARC-043983-08572	ss107920443	Gm02	15490615	15491151			Glyma1.01	0		Grant, David
6097	BARC-044085-08611	ss107920474	Gm03	8157986	8158595			Glyma1.01	0		Grant, David
6098	BARC-044091-08619	ss107912677	Gm12	6846296	6846908			Glyma1.01	0		Grant, David
6099	BARC-044235-08650	ss107920506	Gm18	42206233	42206669			Glyma1.01	0		Grant, David
6100	BARC-044327-08668	ss107912679	Gm08	11653630	11654749			Glyma1.01	0		Grant, David
6101	BARC-044345-08675	ss107920528	Gm17	1729494	1730042			Glyma1.01	0		Grant, David
6102	BARC-044399-08695	ss107912680	Gm05	31136996	31137410			Glyma1.01	0		Grant, David
6103	BARC-044427-08705	ss107912681	Gm04	47116810	47117177			Glyma1.01	0		Grant, David
6104	BARC-044465-08706	ss107920552	Gm19	44174779	44175476			Glyma1.01	0		Grant, David
6105	BARC-044469-08707	ss107920553	Gm07	6036059	6036594			Glyma1.01	0		Grant, David
6106	BARC-044541-08717	ss107912685	Gm17	37733856	37735132			Glyma1.01	0		Grant, David
6107	BARC-044573-08726	ss107920567	Gm10	43686452	43686854			Glyma1.01	0		Grant, David
6108	BARC-044717-08772	ss107920606	Gm05	38819264	38820814			Glyma1.01	0		Grant, David
6109	BARC-044731-08776	ss107920610	Gm12	39759729	39760059			Glyma1.01	0		Grant, David
6110	BARC-044769-08806	ss107912686	Gm06	37540047	37540413			Glyma1.01	0		Grant, David
6111	BARC-044791-08808	ss107920636	Gm09	2743795	2744158			Glyma1.01	0		Grant, David
6112	BARC-044829-08813	ss107920639	Gm13	29702055	29702369			Glyma1.01	0		Grant, David
6113	BARC-044877-08831	ss107912688	Gm13	29272829	29273181			Glyma1.01	0		Grant, David
6114	BARC-044891-08834	ss107920658	Gm19	46892741	46893175			Glyma1.01	0		Grant, David
6115	BARC-045065-08871	ss107920682	Gm16	12751871	12752315			Glyma1.01	0		Grant, David
6116	BARC-045133-08889	ss107912691	Gm16	36163363	36163692			Glyma1.01	0		Grant, David
6117	BARC-045143-08893	ss107920702	Gm03	47154230	47154757			Glyma1.01	0		Grant, David
6118	BARC-046044-10204	ss107912692	Gm16	32966307	32966704			Glyma1.01	0		Grant, David
6119	BARC-046086-10232	ss107912693	Gm02	46488320	46488746			Glyma1.01	0		Grant, David
6120	BARC-046118-10282	ss107920825	Gm11	7995983	7996291			Glyma1.01	0		Grant, David
6121	BARC-046372-12568	ss107920836	Gm15	20072702	20073115			Glyma1.01	0		Grant, David
6122	BARC-046374-12571	ss107920839	Gm15	20037034	20037443			Glyma1.01	0		Grant, David
6123	BARC-046402-12575	ss107920843	Gm15	20076245	20076576			Glyma1.01	0		Grant, David
6124	BARC-046438-12584	ss107920852	Gm20	19678442	19678847			Glyma1.01	0		Grant, David
6125	BARC-046448-12590	ss107920858	Gm20	26566251	26566652			Glyma1.01	0		Grant, David
6126	BARC-046466-12641	ss107920909	Gm20	26516308	26516723			Glyma1.01	0		Grant, David
6127	BARC-046526-12654	ss107920922	Gm13	10768927	10769236			Glyma1.01	0		Grant, David
6128	BARC-046560-12657	ss107920925	Gm20	24528209	24528563			Glyma1.01	0		Grant, David
6129	BARC-046562-12661	ss107920929	Gm20	19570430	19570809			Glyma1.01	0		Grant, David
6130	BARC-046610-12672	ss107920940	Gm03	8569374	8569874			Glyma1.01	0		Grant, David
6131	BARC-046646-12680	ss107920948	Gm20	26528557	26528921			Glyma1.01	0		Grant, David
6132	BARC-046690-12693	ss107920961	Gm06	40479273	40479800			Glyma1.01	0		Grant, David
6133	BARC-046692-12696	ss107920964	Gm03	41231526	41232025			Glyma1.01	0		Grant, David
6134	BARC-046722-12700	ss107920968	Gm20	25446240	25446707			Glyma1.01	0		Grant, David
6135	BARC-046738-12714	ss107920982	Gm03	9071278	9071677			Glyma1.01	0		Grant, David
6136	BARC-046750-12730	ss107920998	Gm03	13554050	13554433			Glyma1.01	0		Grant, David
6137	BARC-046774-12736	ss107921004	Gm03	13544890	13545217			Glyma1.01	0		Grant, David
6138	BARC-046776-12741	ss107921009	Gm03	13526352	13526744			Glyma1.01	0		Grant, David
6139	BARC-046780-12742	ss107921010	Gm07	14668876	14669175			Glyma1.01	0		Grant, David
6140	BARC-046782-12744	ss107921012	Gm03	41235746	41236046			Glyma1.01	0		Grant, David
6141	BARC-046874-12778	ss107921046	Gm18	17591994	17592499			Glyma1.01	0		Grant, David
6142	BARC-046912-12782	ss107921050	Gm18	17553711	17554169			Glyma1.01	0		Grant, David
6143	BARC-046926-12788	ss107921056	Gm18	17625996	17626354			Glyma1.01	0		Grant, David
6144	BARC-046930-12795	ss107921063	Gm18	17611564	17611913			Glyma1.01	0		Grant, David
6145	BARC-046960-12810	ss107921078	Gm18	4666123	4666696			Glyma1.01	0		Grant, David
6146	BARC-046994-12826	ss107921093	Gm18	17575495	17575869			Glyma1.01	0		Grant, David
6147	BARC-047054-12831	ss107921097	Gm05	35261360	35261886			Glyma1.01	0		Grant, David
6148	BARC-047086-12837	ss107921103	Gm19	27297464	27297966			Glyma1.01	0		Grant, David
6149	BARC-047096-12838	ss107921104	Gm18	21384396	21385006			Glyma1.01	0		Grant, David
6150	BARC-047102-12842	ss107921108	Gm18	22603387	22603905			Glyma1.01	0		Grant, David
6151	BARC-047112-12860	ss107921125	Gm18	21364765	21365286			Glyma1.01	0		Grant, David
6152	BARC-047120-12863	ss107921128	Gm18	21420034	21420754			Glyma1.01	0		Grant, David
6153	BARC-047144-12870	ss107921135	Gm19	27295022	27295476			Glyma1.01	0		Grant, David
6154	BARC-047146-12873	ss107921138	Gm14	38163437	38163899			Glyma1.01	0		Grant, David
6155	BARC-047150-12874	ss107921139	Gm18	21363987	21364455			Glyma1.01	0		Grant, David
6156	BARC-047220-12882	ss107921147	Gm18	15367029	15367409			Glyma1.01	0		Grant, David
6157	BARC-047240-12887	ss107921152	Gm18	15366085	15366435			Glyma1.01	0		Grant, David
6158	BARC-047244-12890	ss107921155	Gm19	27298307	27298614			Glyma1.01	0		Grant, David
6159	BARC-047250-12895	ss107921160	Gm19	27283601	27283916			Glyma1.01	0		Grant, David
6160	BARC-047254-12896	ss107921161	Gm18	15300640	15301010			Glyma1.01	0		Grant, David
6161	BARC-047258-12902	ss107921167	Gm19	28433862	28434215			Glyma1.01	0		Grant, David
6162	BARC-047342-12909	ss107921174	Gm02	11298822	11299224			Glyma1.01	0		Grant, David
6163	BARC-047402-12923	ss107921188	Gm10	47993941	47994240			Glyma1.01	0		Grant, David
6164	BARC-047404-12924	ss107921189	Gm18	17550673	17550980			Glyma1.01	0		Grant, David
6165	BARC-047426-12927	ss107921192	Gm10	48033081	48033354			Glyma1.01	0		Grant, David
6166	BARC-047466-12935	ss107921200	Gm07	9329017	9329539			Glyma1.01	0		Grant, David
6167	BARC-047494-12937	ss107921202	Gm19	42846149	42846673			Glyma1.01	0		Grant, David
6168	BARC-047498-12944	ss107921209	Gm19	42814245	42814787			Glyma1.01	0		Grant, David
6169	BARC-047644-13010	ss107921273	Gm06	39514487	39514886			Glyma1.01	0		Grant, David
6170	BARC-047703-10385	ss107921290	Gm06	48635082	48635406			Glyma1.01	0		Grant, David
6171	BARC-047787-10396	ss107921301	Gm18	2852817	2853310			Glyma1.01	0		Grant, David
6172	BARC-047835-10402	ss107921307	Gm10	47983647	47984195			Glyma1.01	0		Grant, David
6173	BARC-047859-10414	ss107921319	Gm12	5388499	5389906			Glyma1.01	0		Grant, David
6174	BARC-047899-10425	ss107921330	Gm20	45486192	45486867			Glyma1.01	0		Grant, David
6175	BARC-047927-10430	ss107921335	Gm16	29060120	29060620			Glyma1.01	0		Grant, David
6176	BARC-047929-10431	ss107921336	Gm03	27977103	27977441			Glyma1.01	0		Grant, David
6177	BARC-047931-10433	ss107921338	Gm03	27979681	27980000			Glyma1.01	0		Grant, David
6178	BARC-047933-10435	ss107921340	Gm19	9232076	9232530			Glyma1.01	0		Grant, David
6179	BARC-047961-10449	ss107921354	Gm13	30582078	30582727			Glyma1.01	0		Grant, David
6180	BARC-048169-10506	ss107921411	Gm16	36769453	36769773			Glyma1.01	0		Grant, David
6181	BARC-048215-10508	ss107921413	Gm15	19922395	19922690			Glyma1.01	0		Grant, David
6182	BARC-048217-10509	ss107921414	Gm06	18541088	18541462			Glyma1.01	0		Grant, David
6183	BARC-048243-10511	ss107921416	Gm18	1709598	1709920			Glyma1.01	0		Grant, David
6184	BARC-048245-10515	ss107921420	Gm18	1717939	1718467			Glyma1.01	0		Grant, David
6185	BARC-048253-10517	ss107921422	Gm16	3596798	3597329			Glyma1.01	0		Grant, David
6186	BARC-048269-10518	ss107921423	Gm18	1688622	1689018			Glyma1.01	0		Grant, David
6187	BARC-048273-10529	ss107921434	Gm18	1691637	1691959			Glyma1.01	0		Grant, David
6188	BARC-048283-10541	ss107921446	Gm20	37238932	37239817			Glyma1.01	0		Grant, David
6189	BARC-048321-10544	ss107921449	Gm07	25046767	25047130			Glyma1.01	0		Grant, David
6190	BARC-048341-10551	ss107921456	Gm02	6659923	6660403			Glyma1.01	0		Grant, David
6191	BARC-048379-10554	ss107921459	Gm17	8840310	8841161			Glyma1.01	0		Grant, David
6192	BARC-048441-10595	ss107921500	Gm11	38423907	38424881			Glyma1.01	0		Grant, David
6193	BARC-048453-10596	ss107921501	Gm08	8367864	8368216			Glyma1.01	0		Grant, David
6194	BARC-048487-10599	ss107921504	Gm19	9154460	9155005			Glyma1.01	0		Grant, David
6195	BARC-048491-10612	ss107921517	Gm16	35527304	35527837			Glyma1.01	0		Grant, David
6196	BARC-048575-10669	ss107921574	Gm13	29202437	29202809			Glyma1.01	0		Grant, David
6197	BARC-048621-10677	ss107921582	Gm08	8281418	8281826			Glyma1.01	0		Grant, David
6198	BARC-048629-10682	ss107921587	Gm20	46132141	46133326			Glyma1.01	0		Grant, David
6199	BARC-048631-10683	ss107921588	Gm20	46135117	46135612			Glyma1.01	0		Grant, David
6200	BARC-048641-10685	ss107921590	Gm18	1712424	1712761			Glyma1.01	0		Grant, David
6201	BARC-048651-10688	ss107921593	Gm18	1712476	1712932			Glyma1.01	0		Grant, David
6202	BARC-048683-10692	ss107921597	Gm18	1712476	1712932			Glyma1.01	0		Grant, David
6203	BARC-048763-10711	ss107921616	Gm03	39842685	39843274			Glyma1.01	0		Grant, David
6204	BARC-048789-10717	ss107921622	Gm03	24385417	24385958			Glyma1.01	0		Grant, David
6205	BARC-048819-10727	ss107921632	Gm17	3537061	3537498			Glyma1.01	0		Grant, David
6206	BARC-048891-10751	ss107921656	Gm08	16879733	16880211			Glyma1.01	0		Grant, David
6207	BARC-048913-10752	ss107921657	Gm16	2746453	2746826			Glyma1.01	0		Grant, David
6208	BARC-048969-10776	ss107921680	Gm08	41422658	41423889			Glyma1.01	0		Grant, David
6209	BARC-048993-10781	ss107921685	Gm15	15484280	15485285			Glyma1.01	0		Grant, David
6210	BARC-049039-10794	ss107921698	Gm16	31968345	31968901			Glyma1.01	0		Grant, David
6211	BARC-049045-10806	ss107921707	Gm08	16249999	16251192			Glyma1.01	0		Grant, David
6212	BARC-049051-10807	ss107921708	Gm08	447835	448627			Glyma1.01	0		Grant, David
6213	BARC-049169-10814	ss107921715	Gm05	40593478	40594322			Glyma1.01	0		Grant, David
6214	BARC-049179-10817	ss107921718	Gm10	18235187	18236533			Glyma1.01	0		Grant, David
6215	BARC-049221-10838	ss107921739	Gm07	6069616	6070024			Glyma1.01	0		Grant, David
6216	BARC-049391-10292	ss107912695	Gm20	24581203	24581799			Glyma1.01	0		Grant, David
6217	BARC-049417-10305	ss107912696	Gm20	24479542	24479967			Glyma1.01	0		Grant, David
6218	BARC-049425-10309	ss107912697	Gm20	24136074	24136436			Glyma1.01	0		Grant, David
6219	BARC-049427-10310	ss107912698	Gm20	24131066	24131610			Glyma1.01	0		Grant, David
6220	BARC-049429-10314	ss107912699	Gm20	24184850	24185462			Glyma1.01	0		Grant, David
6221	BARC-049443-10316	ss107912700	Gm20	24137380	24137963			Glyma1.01	0		Grant, David
6222	BARC-049465-10323	ss107912702	Gm20	23820207	23820727			Glyma1.01	0		Grant, David
6223	BARC-049477-10330	ss107912704	Gm20	26413764	26414201			Glyma1.01	0		Grant, David
6224	BARC-049479-10331	ss107912705	Gm20	26512456	26512955			Glyma1.01	0		Grant, David
6225	BARC-049495-10339	ss107921819	Gm20	24457531	24458038			Glyma1.01	0		Grant, David
6226	BARC-049521-09054	ss107912706	Gm19	11064159	11064688			Glyma1.01	0		Grant, David
6227	BARC-049523-09055	ss107912707	Gm19	11064165	11064666			Glyma1.01	0		Grant, David
6228	BARC-049553-09064	ss107912708	Gm10	34493053	34493577			Glyma1.01	0		Grant, David
6229	BARC-049573-09068	ss107912709	Gm10	27666401	27667013			Glyma1.01	0		Grant, David
6230	BARC-049593-09076	ss107912710	Gm08	29150174	29150686			Glyma1.01	0		Grant, David
6231	BARC-049595-09077	ss107912711	Gm08	29158371	29158913			Glyma1.01	0		Grant, David
6232	BARC-049599-09080	ss107912712	Gm06	21032797	21033411			Glyma1.01	0		Grant, David
6233	BARC-049639-09085	ss107912714	Gm20	16755817	16756330			Glyma1.01	0		Grant, David
6234	BARC-049645-09086	ss107912715	Gm17	8354153	8354696			Glyma1.01	0		Grant, David
6235	BARC-049685-09118	ss107912717	Gm18	12363681	12364277			Glyma1.01	0		Grant, David
6236	BARC-049713-09132	ss107921881	Gm02	40552360	40552953			Glyma1.01	0		Grant, David
6237	BARC-049743-09137	ss107912719	Gm14	31642421	31642899			Glyma1.01	0		Grant, David
6238	BARC-049759-09138	ss107912720	Gm19	20937497	20938026			Glyma1.01	0		Grant, David
6239	BARC-049763-09139	ss107912721	Gm10	13366992	13367394			Glyma1.01	0		Grant, David
6240	BARC-049797-09148	ss107912722	Gm05	35312778	35313324			Glyma1.01	0		Grant, David
6241	BARC-049819-09155	ss107912723	Gm17	19051990	19052503			Glyma1.01	0		Grant, David
6242	BARC-049831-09160	ss107912724	Gm15	21150138	21150650			Glyma1.01	0		Grant, David
6243	BARC-049851-09173	ss107921914	Gm08	38097063	38097599			Glyma1.01	0		Grant, David
6244	BARC-049859-09180	ss107912727	Gm13	12279240	12279715			Glyma1.01	0		Grant, David
6245	BARC-049861-09195	ss107912728	Gm18	12843273	12843774			Glyma1.01	0		Grant, David
6246	BARC-049865-09196	ss107912729	Gm15	19315032	19315583			Glyma1.01	0		Grant, David
6247	BARC-049869-09201	ss107912730	Gm04	17453670	17454242			Glyma1.01	0		Grant, David
6248	BARC-049877-09204	ss107912731	Gm14	43054719	43055234			Glyma1.01	0		Grant, David
6249	BARC-049885-09225	ss107912733	Gm18	14570596	14571088			Glyma1.01	0		Grant, David
6250	BARC-049887-09226	ss107912734	Gm18	14678001	14678448			Glyma1.01	0		Grant, David
6251	BARC-049903-09231	ss107912735	Gm08	36240352	36240974			Glyma1.01	0		Grant, David
6252	BARC-049905-09236	ss107912736	Gm08	36079700	36080118			Glyma1.01	0		Grant, David
6253	BARC-049923-09243	ss107912738	Gm01	6620604	6621156			Glyma1.01	0		Grant, David
6254	BARC-049931-09244	ss107912739	Gm09	40972178	40972639			Glyma1.01	0		Grant, David
6255	BARC-049945-09250	ss107912740	Gm10	34847587	34848172			Glyma1.01	0		Grant, David
6256	BARC-049973-09270	ss107912741	Gm03	35220980	35221394			Glyma1.01	0		Grant, David
6257	BARC-049977-09275	ss107912742	Gm15	34555639	34556148			Glyma1.01	0		Grant, David
6258	BARC-050027-09335	ss107912746	Gm20	21687538	21688029			Glyma1.01	0		Grant, David
6259	BARC-050031-09338	ss107912748	Gm05	8870900	8871268			Glyma1.01	0		Grant, David
6260	BARC-050035-09339	ss107912749	Gm07	12880296	12880687			Glyma1.01	0		Grant, David
6261	BARC-050043-09349	ss107912750	Gm09	32242097	32242669			Glyma1.01	0		Grant, David
6262	BARC-050049-09350	ss107912751	Gm03	30487643	30488152			Glyma1.01	0		Grant, David
6263	BARC-050061-09354	ss107912752	Gm08	20229158	20229657			Glyma1.01	0		Grant, David
6264	BARC-050067-09358	ss107922070	Gm05	31675815	31676221			Glyma1.01	0		Grant, David
6265	BARC-050121-09394	ss107912759	Gm09	29576425	29576966			Glyma1.01	0		Grant, David
6266	BARC-050125-09401	ss107912760	Gm08	38344412	38344870			Glyma1.01	0		Grant, David
6267	BARC-050149-09404	ss107912761	Gm18	51629301	51629868			Glyma1.01	0		Grant, David
6268	BARC-050151-09423	ss107912762	Gm18	51662310	51662880			Glyma1.01	0		Grant, David
6269	BARC-050163-09426	ss107912763	Gm20	22381315	22381784			Glyma1.01	0		Grant, David
6270	BARC-050169-09438	ss107912765	Gm20	43821130	43821535			Glyma1.01	0		Grant, David
6271	BARC-050189-09456	ss107912767	Gm19	29803617	29804172			Glyma1.01	0		Grant, David
6272	BARC-050251-09529	ss107912773	Gm05	41496794	41497324			Glyma1.01	0		Grant, David
6273	BARC-050253-09535	ss107912774	Gm05	32374449	32374967			Glyma1.01	0		Grant, David
6274	BARC-050319-09551	ss107912778	Gm08	35948959	35949425			Glyma1.01	0		Grant, David
6275	BARC-050361-09572	ss107912782	Gm13	42797653	42798136			Glyma1.01	0		Grant, David
6276	BARC-050381-09573	ss107912783	Gm12	9333443	9334047			Glyma1.01	0		Grant, David
6277	BARC-050407-09590	ss107912785	Gm07	34331506	34332058			Glyma1.01	0		Grant, David
6278	BARC-050461-09646	ss107912791	Gm07	6209574	6210101			Glyma1.01	0		Grant, David
6279	BARC-050475-09670	ss107912794	Gm12	36502456	36502950			Glyma1.01	0		Grant, David
6280	BARC-050493-09699	ss107912796	Gm18	45950980	45951474			Glyma1.01	0		Grant, David
6281	BARC-050501-09705	ss107912797	Gm17	36461841	36462328			Glyma1.01	0		Grant, David
6282	BARC-050527-09711	ss107922373	Gm08	42050498	42050970			Glyma1.01	0		Grant, David
6283	BARC-050531-09716	ss107912798	Gm06	18843462	18843881			Glyma1.01	0		Grant, David
6284	BARC-050571-09743	ss107912803	Gm08	34793547	34793905			Glyma1.01	0		Grant, David
6285	BARC-050575-09746	ss107912804	Gm18	60909803	60910245			Glyma1.01	0		Grant, David
6286	BARC-050577-09750	ss107912805	Gm18	60758205	60758736			Glyma1.01	0		Grant, David
6287	BARC-050609-09763	ss107912806	Gm12	39989890	39990378			Glyma1.01	0		Grant, David
6288	BARC-050613-09770	ss107912807	Gm18	54942055	54942547			Glyma1.01	0		Grant, David
6289	BARC-050691-09838	ss107912814	Gm10	47385242	47385708			Glyma1.01	0		Grant, David
6290	BARC-050693-09839	ss107912815	Gm15	3778011	3778457			Glyma1.01	0		Grant, David
6291	BARC-050701-09842	ss107912817	Gm05	32997489	32998036			Glyma1.01	0		Grant, David
6292	BARC-050705-09845	ss107912818	Gm04	47302005	47302453			Glyma1.01	0		Grant, David
6293	BARC-050707-09846	ss107912819	Gm12	36518425	36518836			Glyma1.01	0		Grant, David
